InvoiceID,CustomerID,BillToCustomerID,OrderID,DeliveryMethodID,ContactPersonID,AccountsPersonID,SalespersonPersonID,PackedByPersonID,InvoiceDate,CustomerPurchaseOrderNumber,IsCreditNote,CreditNoteReason,Comments,DeliveryInstructions,InternalComments,TotalDryItems,TotalChillerItems,DeliveryRun,RunPosition,ReturnedDeliveryData,ConfirmedDeliveryTime,ConfirmedReceivedBy,LastEditedBy,LastEditedWhen
294,873,873,303,3,3073,3073,7,11,2013-01-05,11471,0,NULL,NULL,"Suite 10, 1826 Semjonov Boulevard",NULL,3,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-05T12:00:00"",""ConNote"":""EAN-125-1344""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-06T09:05:00"",""ConNote"":""EAN-125-1344"",""DriverID"":9,""Latitude"":35.1725399,""Longitude"":-107.3689356,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-06T09:05:00"",""ReceivedBy"":""Hana Hlouskova""}",2013-01-06 09:05:00.0000000,Hana Hlouskova,9,2013-01-06 07:00:00.0000000
295,116,1,304,3,1231,1001,2,11,2013-01-05,10768,0,NULL,NULL,"Unit 129, 1268 Pakalapati Street",NULL,3,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-05T12:00:00"",""ConNote"":""EAN-125-1345""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-06T09:10:00"",""ConNote"":""EAN-125-1345"",""DriverID"":9,""Latitude"":18.3997792,""Longitude"":-66.7908004,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-06T09:10:00"",""ReceivedBy"":""Toma Nastase""}",2013-01-06 09:10:00.0000000,Toma Nastase,9,2013-01-06 07:00:00.0000000
296,140,1,305,3,1279,1001,2,11,2013-01-05,12452,0,NULL,NULL,"Suite 199, 1096 Poursokh Crescent",NULL,3,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-05T12:00:00"",""ConNote"":""EAN-125-1346""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-06T09:15:00"",""ConNote"":""EAN-125-1346"",""DriverID"":9,""Latitude"":37.8791795,""Longitude"":-97.2128162,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-06T09:15:00"",""ReceivedBy"":""Malay PrabhupÄda""}",2013-01-06 09:15:00.0000000,Malay PrabhupÄda,9,2013-01-06 07:00:00.0000000
297,563,401,306,3,2325,2001,8,11,2013-01-05,18447,0,NULL,NULL,"Shop 82, 931 Mitra Lane",NULL,2,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-05T12:00:00"",""ConNote"":""EAN-125-1347""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-06T09:20:00"",""ConNote"":""EAN-125-1347"",""DriverID"":9,""Latitude"":45.4873692,""Longitude"":-117.4296256,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-06T09:20:00"",""ReceivedBy"":""Samuel Almaraz""}",2013-01-06 09:20:00.0000000,Samuel Almaraz,9,2013-01-06 07:00:00.0000000
298,143,1,307,3,1285,1001,13,11,2013-01-05,14771,0,NULL,NULL,"Shop 237, 612 Gill Crescent",NULL,3,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-05T12:00:00"",""ConNote"":""EAN-125-1348""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-06T09:25:00"",""ConNote"":""EAN-125-1348"",""DriverID"":9,""Latitude"":41.8650534,""Longitude"":-80.7898089,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-06T09:25:00"",""ReceivedBy"":""Vaclav Polaskova""}",2013-01-06 09:25:00.0000000,Vaclav Polaskova,9,2013-01-06 07:00:00.0000000
299,521,401,308,3,2241,2001,20,11,2013-01-05,17133,0,NULL,NULL,"Shop 276, 1856 Poddar Street",NULL,2,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-05T12:00:00"",""ConNote"":""EAN-125-1349""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-06T09:30:00"",""ConNote"":""EAN-125-1349"",""DriverID"":9,""Latitude"":30.5538048,""Longitude"":-87.7119324,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-06T09:30:00"",""ReceivedBy"":""omer ozbek""}",2013-01-06 09:30:00.0000000,omer ozbek,9,2013-01-06 07:00:00.0000000
300,422,401,309,3,2043,2001,20,11,2013-01-05,13668,0,NULL,NULL,"Unit 42, 323 Buecek Crescent",NULL,2,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-05T12:00:00"",""ConNote"":""EAN-125-1350""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-06T09:35:00"",""ConNote"":""EAN-125-1350"",""DriverID"":9,""Latitude"":46.7309580,""Longitude"":-120.6995160,""Comment"":""Receiver not present""}],""DeliveredWhen"":""2013-01-06T09:35:00"",""ReceivedBy"":""Rohan Das""}",2013-01-06 09:35:00.0000000,Rohan Das,9,2013-01-06 07:00:00.0000000
301,948,948,310,3,3148,3148,20,11,2013-01-05,19927,0,NULL,NULL,"Shop 7, 401 Bhowmick Avenue",NULL,3,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-05T12:00:00"",""ConNote"":""EAN-125-1351""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-06T09:40:00"",""ConNote"":""EAN-125-1351"",""DriverID"":9,""Latitude"":36.5472962,""Longitude"":-94.3052108,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-06T09:40:00"",""ReceivedBy"":""Richard Zahradnicek""}",2013-01-06 09:40:00.0000000,Richard Zahradnicek,9,2013-01-06 07:00:00.0000000
302,473,401,311,3,2145,2001,14,11,2013-01-05,19258,0,NULL,NULL,"Suite 203, 229 Cao Lane",NULL,1,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-05T12:00:00"",""ConNote"":""EAN-125-1352""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-06T09:45:00"",""ConNote"":""EAN-125-1352"",""DriverID"":9,""Latitude"":39.3946303,""Longitude"":-120.0213080,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-06T09:45:00"",""ReceivedBy"":""Doru Munteanu""}",2013-01-06 09:45:00.0000000,Doru Munteanu,9,2013-01-06 07:00:00.0000000
303,944,944,312,3,3144,3144,2,11,2013-01-05,19997,0,NULL,NULL,"Suite 28, 893 Habibi Lane",NULL,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-05T12:00:00"",""ConNote"":""EAN-125-1353""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-06T09:50:00"",""ConNote"":""EAN-125-1353"",""DriverID"":9,""Latitude"":42.9958216,""Longitude"":-96.4853085,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-06T09:50:00"",""ReceivedBy"":""Ida Celma""}",2013-01-06 09:50:00.0000000,Ida Celma,9,2013-01-06 07:00:00.0000000
304,109,1,313,3,1217,1001,13,11,2013-01-05,17099,0,NULL,NULL,"Unit 174, 939 Sanyal Crescent",NULL,3,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-05T12:00:00"",""ConNote"":""EAN-125-1354""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-06T09:55:00"",""ConNote"":""EAN-125-1354"",""DriverID"":9,""Latitude"":33.5005827,""Longitude"":-117.7431097,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-06T09:55:00"",""ReceivedBy"":""Ae-Cha Joo""}",2013-01-06 09:55:00.0000000,Ae-Cha Joo,9,2013-01-06 07:00:00.0000000
305,107,1,314,3,1213,1001,6,11,2013-01-05,18351,0,NULL,NULL,"Unit 32, 917 Morgan Boulevard",NULL,5,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-05T12:00:00"",""ConNote"":""EAN-125-1355""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-06T10:00:00"",""ConNote"":""EAN-125-1355"",""DriverID"":9,""Latitude"":34.0116799,""Longitude"":-117.4847714,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-06T10:00:00"",""ReceivedBy"":""Karie Mercier""}",2013-01-06 10:00:00.0000000,Karie Mercier,9,2013-01-06 07:00:00.0000000
306,42,1,315,3,1083,1001,13,11,2013-01-05,10207,0,NULL,NULL,"Unit 61, 474 Tran Lane",NULL,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-05T12:00:00"",""ConNote"":""EAN-125-1356""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-06T10:05:00"",""ConNote"":""EAN-125-1356"",""DriverID"":9,""Latitude"":43.2461810,""Longitude"":-74.5176433,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-06T10:05:00"",""ReceivedBy"":""Chandrakanta Raut""}",2013-01-06 10:05:00.0000000,Chandrakanta Raut,9,2013-01-06 07:00:00.0000000
307,586,401,316,3,2371,2001,6,11,2013-01-05,17111,0,NULL,NULL,"Shop 204, 167 Kubatova Lane",NULL,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-05T12:00:00"",""ConNote"":""EAN-125-1357""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-06T10:10:00"",""ConNote"":""EAN-125-1357"",""DriverID"":9,""Latitude"":29.1924772,""Longitude"":-81.9173071,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-06T10:10:00"",""ReceivedBy"":""Anete Kundzina""}",2013-01-06 10:10:00.0000000,Anete Kundzina,9,2013-01-06 07:00:00.0000000
308,549,401,317,3,2297,2001,20,11,2013-01-05,12102,0,NULL,NULL,"Suite 131, 576 Sedlar Road",NULL,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-05T12:00:00"",""ConNote"":""EAN-125-1358""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-06T10:15:00"",""ConNote"":""EAN-125-1358"",""DriverID"":9,""Latitude"":40.8350983,""Longitude"":-73.1312222,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-06T10:15:00"",""ReceivedBy"":""Zala Ibrahimagic""}",2013-01-06 10:15:00.0000000,Zala Ibrahimagic,9,2013-01-06 07:00:00.0000000
309,469,401,318,3,2137,2001,13,11,2013-01-05,17811,0,NULL,NULL,"Unit 280, 1314 Arvidsson Boulevard",NULL,3,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-05T12:00:00"",""ConNote"":""EAN-125-1359""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-06T10:20:00"",""ConNote"":""EAN-125-1359"",""DriverID"":9,""Latitude"":37.4156408,""Longitude"":-84.1918770,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-06T10:20:00"",""ReceivedBy"":""Sarmis Skujins""}",2013-01-06 10:20:00.0000000,Sarmis Skujins,9,2013-01-06 07:00:00.0000000
310,29,1,401,3,1057,1001,15,15,2013-01-07,15301,0,NULL,NULL,"Shop 16, 1606 Ahmadian Road",NULL,2,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-07T12:00:00"",""ConNote"":""EAN-125-1360""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-08T07:05:00"",""ConNote"":""EAN-125-1360"",""DriverID"":11,""Latitude"":33.6456587,""Longitude"":-85.9124671,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-08T07:05:00"",""ReceivedBy"":""Karel Hanak""}",2013-01-08 07:05:00.0000000,Karel Hanak,11,2013-01-08 07:00:00.0000000
311,37,1,416,3,1073,1001,8,15,2013-01-07,19170,0,NULL,NULL,"Unit 16, 339 Dwivedi Lane",NULL,2,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-07T12:00:00"",""ConNote"":""EAN-125-1361""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-08T07:10:00"",""ConNote"":""EAN-125-1361"",""DriverID"":11,""Latitude"":42.1942798,""Longitude"":-123.6517350,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-08T07:10:00"",""ReceivedBy"":""Dayarama Kamei""}",2013-01-08 07:10:00.0000000,Dayarama Kamei,11,2013-01-08 07:00:00.0000000
312,38,1,417,3,1075,1001,16,15,2013-01-07,10757,0,NULL,NULL,"Unit 115, 232 Abbasi Avenue",NULL,2,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-07T12:00:00"",""ConNote"":""EAN-125-1362""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-08T07:15:00"",""ConNote"":""EAN-125-1362"",""DriverID"":11,""Latitude"":37.1425588,""Longitude"":-94.5107824,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-08T07:15:00"",""ReceivedBy"":""Nils Kalnins""}",2013-01-08 07:15:00.0000000,Nils Kalnins,11,2013-01-08 07:00:00.0000000
313,38,1,276,3,1075,1001,15,15,2013-01-07,18233,0,NULL,NULL,"Unit 115, 232 Abbasi Avenue",NULL,1,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-07T12:00:00"",""ConNote"":""EAN-125-1363""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-08T07:20:00"",""ConNote"":""EAN-125-1363"",""DriverID"":11,""Latitude"":37.1425588,""Longitude"":-94.5107824,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-08T07:20:00"",""ReceivedBy"":""Nils Kalnins""}",2013-01-08 07:20:00.0000000,Nils Kalnins,11,2013-01-08 07:00:00.0000000
314,39,1,349,3,1077,1001,3,15,2013-01-07,13897,0,NULL,NULL,"Shop 240, 282 Barajas Street",NULL,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-07T12:00:00"",""ConNote"":""EAN-125-1364""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-08T07:25:00"",""ConNote"":""EAN-125-1364"",""DriverID"":11,""Latitude"":37.2284289,""Longitude"":-83.1721162,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-08T07:25:00"",""ReceivedBy"":""Ashish Acharya""}",2013-01-08 07:25:00.0000000,Ashish Acharya,11,2013-01-08 07:00:00.0000000
315,42,1,359,3,1083,1001,14,15,2013-01-07,13555,0,NULL,NULL,"Unit 61, 474 Tran Lane",NULL,3,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-07T12:00:00"",""ConNote"":""EAN-125-1365""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-08T07:30:00"",""ConNote"":""EAN-125-1365"",""DriverID"":11,""Latitude"":43.2461810,""Longitude"":-74.5176433,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-08T07:30:00"",""ReceivedBy"":""Chandrakanta Raut""}",2013-01-08 07:30:00.0000000,Chandrakanta Raut,11,2013-01-08 07:00:00.0000000
316,44,1,340,3,1087,1001,13,15,2013-01-07,17679,0,NULL,NULL,"Unit 117, 254 Celmina Street",NULL,5,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-07T12:00:00"",""ConNote"":""EAN-125-1366""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-08T07:35:00"",""ConNote"":""EAN-125-1366"",""DriverID"":11,""Latitude"":47.4631419,""Longitude"":-123.8860114,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-08T07:35:00"",""ReceivedBy"":""Adrijana Blagojevic""}",2013-01-08 07:35:00.0000000,Adrijana Blagojevic,11,2013-01-08 07:00:00.0000000
317,62,1,275,3,1123,1001,20,15,2013-01-07,10495,0,NULL,NULL,"Shop 263, 551 Enestam Crescent",NULL,2,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-07T12:00:00"",""ConNote"":""EAN-125-1367""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-08T07:40:00"",""ConNote"":""EAN-125-1367"",""DriverID"":11,""Latitude"":40.7870459,""Longitude"":-73.7367983,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-08T07:40:00"",""ReceivedBy"":""Alida Caune""}",2013-01-08 07:40:00.0000000,Alida Caune,11,2013-01-08 07:00:00.0000000
318,66,1,366,3,1131,1001,8,15,2013-01-07,11289,0,NULL,NULL,"Suite 2, 1052 Hoa Lane",NULL,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-07T12:00:00"",""ConNote"":""EAN-125-1368""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-08T07:45:00"",""ConNote"":""EAN-125-1368"",""DriverID"":11,""Latitude"":41.2729019,""Longitude"":-70.1980734,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-08T07:45:00"",""ReceivedBy"":""Bao Dao""}",2013-01-08 07:45:00.0000000,Bao Dao,11,2013-01-08 07:00:00.0000000
319,74,1,387,3,1147,1001,20,15,2013-01-07,19926,0,NULL,NULL,"Unit 50, 519 Jogi Street",NULL,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-07T12:00:00"",""ConNote"":""EAN-125-1369""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-08T07:50:00"",""ConNote"":""EAN-125-1369"",""DriverID"":11,""Latitude"":17.9941326,""Longitude"":-66.8193421,""Comment"":""Receiver not present""}],""DeliveredWhen"":""2013-01-08T07:50:00"",""ReceivedBy"":""Roxane Rastgu""}",2013-01-08 07:50:00.0000000,Roxane Rastgu,11,2013-01-08 07:00:00.0000000
320,82,1,344,3,1163,1001,7,15,2013-01-07,10489,0,NULL,NULL,"Suite 166, 1708 Ankitham Street",NULL,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-07T12:00:00"",""ConNote"":""EAN-125-1370""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-08T07:55:00"",""ConNote"":""EAN-125-1370"",""DriverID"":11,""Latitude"":35.9417050,""Longitude"":-105.2491779,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-08T07:55:00"",""ReceivedBy"":""Rakesh Nishad""}",2013-01-08 07:55:00.0000000,Rakesh Nishad,11,2013-01-08 07:00:00.0000000
321,87,1,351,3,1173,1001,2,15,2013-01-07,10350,0,NULL,NULL,"Shop 282, 1484 Wintle Lane",NULL,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-07T12:00:00"",""ConNote"":""EAN-125-1371""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-08T08:00:00"",""ConNote"":""EAN-125-1371"",""DriverID"":11,""Latitude"":43.0042365,""Longitude"":-75.2598859,""Comment"":""Receiver not present""}],""DeliveredWhen"":""2013-01-08T08:00:00"",""ReceivedBy"":""Isabell  Duperre""}",2013-01-08 08:00:00.0000000,Isabell  Duperre,11,2013-01-08 07:00:00.0000000
322,92,1,396,3,1183,1001,20,15,2013-01-07,14366,0,NULL,NULL,"Shop 104, 1889 Smirnov Road",NULL,3,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-07T12:00:00"",""ConNote"":""EAN-125-1372""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-08T08:05:00"",""ConNote"":""EAN-125-1372"",""DriverID"":11,""Latitude"":34.8778952,""Longitude"":-82.4240114,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-08T08:05:00"",""ReceivedBy"":""Coralie Emond""}",2013-01-08 08:05:00.0000000,Coralie Emond,11,2013-01-08 07:00:00.0000000
323,94,1,385,3,1187,1001,6,15,2013-01-07,17175,0,NULL,NULL,"Unit 150, 617 Pornpipatpong Lane",NULL,2,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-07T12:00:00"",""ConNote"":""EAN-125-1373""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-08T08:10:00"",""ConNote"":""EAN-125-1373"",""DriverID"":11,""Latitude"":38.8213951,""Longitude"":-102.3532435,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-08T08:10:00"",""ReceivedBy"":""Teresa Pisani""}",2013-01-08 08:10:00.0000000,Teresa Pisani,11,2013-01-08 07:00:00.0000000
324,98,1,350,3,1195,1001,14,15,2013-01-07,14388,0,NULL,NULL,"Unit 30, 1437 Ahmadian Avenue",NULL,5,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-07T12:00:00"",""ConNote"":""EAN-125-1374""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-08T08:15:00"",""ConNote"":""EAN-125-1374"",""DriverID"":11,""Latitude"":32.7920000,""Longitude"":-115.5630514,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-08T08:15:00"",""ReceivedBy"":""Timea Peto""}",2013-01-08 08:15:00.0000000,Timea Peto,11,2013-01-08 07:00:00.0000000
325,99,1,402,3,1197,1001,6,15,2013-01-07,16967,0,NULL,NULL,"Unit 92, 1742 Bender Boulevard",NULL,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-07T12:00:00"",""ConNote"":""EAN-125-1375""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-08T08:20:00"",""ConNote"":""EAN-125-1375"",""DriverID"":11,""Latitude"":33.9656594,""Longitude"":-87.9147494,""Comment"":""Receiver not present""}],""DeliveredWhen"":""2013-01-08T08:20:00"",""ReceivedBy"":""Victoria Ene""}",2013-01-08 08:20:00.0000000,Victoria Ene,11,2013-01-08 07:00:00.0000000
326,100,1,273,3,1199,1001,2,15,2013-01-07,17977,0,NULL,NULL,"Shop 6, 301 Nechita Avenue",NULL,1,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-07T12:00:00"",""ConNote"":""EAN-125-1376""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-08T08:25:00"",""ConNote"":""EAN-125-1376"",""DriverID"":11,""Latitude"":40.4781265,""Longitude"":-78.5408491,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-08T08:25:00"",""ReceivedBy"":""Bhavani Bhowmick""}",2013-01-08 08:25:00.0000000,Bhavani Bhowmick,11,2013-01-08 07:00:00.0000000
327,102,1,347,3,1203,1001,20,15,2013-01-07,17397,0,NULL,NULL,"Suite 287, 1455 Grgic Crescent",NULL,2,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-07T12:00:00"",""ConNote"":""EAN-125-1377""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-08T08:30:00"",""ConNote"":""EAN-125-1377"",""DriverID"":11,""Latitude"":40.9656826,""Longitude"":-124.0356196,""Comment"":""Receiver not present""}],""DeliveredWhen"":""2013-01-08T08:30:00"",""ReceivedBy"":""Tea Koppel""}",2013-01-08 08:30:00.0000000,Tea Koppel,11,2013-01-08 07:00:00.0000000
328,110,1,330,3,1219,1001,3,15,2013-01-07,10956,0,NULL,NULL,"Suite 73, 1191 Min Avenue",NULL,2,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-07T12:00:00"",""ConNote"":""EAN-125-1378""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-08T08:35:00"",""ConNote"":""EAN-125-1378"",""DriverID"":11,""Latitude"":39.8658742,""Longitude"":-86.1633214,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-08T08:35:00"",""ReceivedBy"":""Dinara Saparkyzy""}",2013-01-08 08:35:00.0000000,Dinara Saparkyzy,11,2013-01-08 07:00:00.0000000
329,119,1,408,3,1237,1001,20,15,2013-01-07,11878,0,NULL,NULL,"Shop 44, 974 Javan Avenue",NULL,5,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-07T12:00:00"",""ConNote"":""EAN-125-1379""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-08T08:40:00"",""ConNote"":""EAN-125-1379"",""DriverID"":11,""Latitude"":30.7032675,""Longitude"":-83.0276398,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-08T08:40:00"",""ReceivedBy"":""Tjasa Weitzer""}",2013-01-08 08:40:00.0000000,Tjasa Weitzer,11,2013-01-08 07:00:00.0000000
330,124,1,342,3,1247,1001,14,15,2013-01-07,15932,0,NULL,NULL,"Suite 157, 1419 Hadrabova Avenue",NULL,5,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-07T12:00:00"",""ConNote"":""EAN-125-1380""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-08T08:45:00"",""ConNote"":""EAN-125-1380"",""DriverID"":11,""Latitude"":40.7511704,""Longitude"":-80.9370320,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-08T08:45:00"",""ReceivedBy"":""Sevim AydÄ±n""}",2013-01-08 08:45:00.0000000,Sevim AydÄ±n,11,2013-01-08 07:00:00.0000000
331,124,1,338,3,1247,1001,20,15,2013-01-07,13692,0,NULL,NULL,"Suite 157, 1419 Hadrabova Avenue",NULL,2,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-07T12:00:00"",""ConNote"":""EAN-125-1381""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-08T08:50:00"",""ConNote"":""EAN-125-1381"",""DriverID"":11,""Latitude"":40.7511704,""Longitude"":-80.9370320,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-08T08:50:00"",""ReceivedBy"":""Sevim AydÄ±n""}",2013-01-08 08:50:00.0000000,Sevim AydÄ±n,11,2013-01-08 07:00:00.0000000
332,124,1,364,3,1247,1001,20,15,2013-01-07,13155,0,NULL,NULL,"Suite 157, 1419 Hadrabova Avenue",NULL,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-07T12:00:00"",""ConNote"":""EAN-125-1382""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-08T08:55:00"",""ConNote"":""EAN-125-1382"",""DriverID"":11,""Latitude"":40.7511704,""Longitude"":-80.9370320,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-08T08:55:00"",""ReceivedBy"":""Sevim AydÄ±n""}",2013-01-08 08:55:00.0000000,Sevim AydÄ±n,11,2013-01-08 07:00:00.0000000
333,125,1,334,3,1249,1001,2,15,2013-01-07,12672,0,NULL,NULL,"Unit 280, 1394 Ankitham Crescent",NULL,3,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-07T12:00:00"",""ConNote"":""EAN-125-1383""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-08T09:00:00"",""ConNote"":""EAN-125-1383"",""DriverID"":11,""Latitude"":38.9406392,""Longitude"":-81.2270610,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-08T09:00:00"",""ReceivedBy"":""Blanka Stavinohova""}",2013-01-08 09:00:00.0000000,Blanka Stavinohova,11,2013-01-08 07:00:00.0000000
